side,entry_time,exit_time,entry_price,exit_price,quantity,margin,leverage,gross_pnl,fees,net_pnl,result,exit_reason,signal_score,pattern_type,tp_price,sl_price,atr_at_entry,rsi_at_entry,htf_trend
short,1772972099999,1772972999999,82.06,81.762857,0.758795,6.2267,10.0,0.225471,0.049813,0.175657,win,take_profit,15,breakout,81.7629,81.9944,0.3714,35.71,down
short,1772974799999,1772975699999,82.31,81.929429,0.76396,6.2882,10.0,0.290741,0.050305,0.240436,win,take_profit,13,ema_pullback,81.9294,82.2442,0.4757,37.59,down
long,1773002699999,1773003599999,82.69,82.467571,0.550447,4.5516,10.0,-0.122435,0.036413,-0.158848,loss,stop_loss,9,breakout,82.9866,82.4676,0.3707,65.47,neutral
short,1773004499999,1773005399999,81.83,82.068714,0.771931,6.3167,10.0,-0.184271,0.050534,-0.234805,loss,stop_loss,13,trend_follow,81.5117,82.0687,0.3979,53.85,down
long,1773020699999,1773021599999,82.7,82.234571,0.753873,6.2345,10.0,-0.350874,0.049876,-0.40075,loss,stop_loss,10,trend_follow,83.3206,82.2346,0.7757,70.92,neutral
long,1773026099999,1773026999999,84.25,84.3174,0.723355,6.0943,10.0,0.048754,0.048754,0.0,win,breakeven,13,breakout,84.7574,84.3174,0.6343,73.39,neutral
long,1773035099999,1773035999999,84.29,84.453393,0.723012,6.0943,10.0,0.118135,0.048754,0.069381,win,trailing_stop,13,momentum,84.7911,84.3574,0.6264,68.52,neutral
long,1773049499999,1773050399999,84.45,84.51756,0.724517,6.1185,10.0,0.048948,0.048948,0.0,win,breakeven,12,momentum,84.8231,84.5176,0.4664,57.01,neutral
long,1773062999999,1773063899999,85.01,85.346,0.719745,6.1185,10.0,0.241834,0.048948,0.192886,win,take_profit,15,breakout,85.346,85.078,0.42,66.0,neutral
long,1773067499999,1773068399999,85.62,85.269857,0.722502,6.1861,10.0,-0.252979,0.049488,-0.302467,loss,stop_loss,15,trend_follow,86.0869,85.2699,0.5836,70.02,neutral
long,1773084599999,1773085499999,86.87,86.939496,0.699919,6.0802,10.0,0.048642,0.048642,0.0,win,breakeven,16,breakout,87.3106,86.9395,0.5507,68.5,up
long,1773090899999,1773092699999,86.28,85.878857,0.704705,6.0802,10.0,-0.282687,0.048642,-0.331329,loss,stop_loss,14,ema_pullback,86.8149,85.8789,0.6686,64.99,up
long,1773110699999,1773111599999,86.66,86.79875,0.688233,5.9642,10.0,0.095492,0.047714,0.047779,win,trailing_stop,20,breakout,87.016,86.7293,0.445,61.63,up
long,1773130499999,1773131399999,87.08,87.149664,0.686834,5.981,10.0,0.047848,0.047848,0.0,win,breakeven,16,breakout,87.3926,87.1497,0.3907,68.64,up
long,1773134999999,1773135899999,87.27,87.339816,0.685339,5.981,10.0,0.047848,0.047848,0.0,win,breakeven,15,ema_pullback,87.6009,87.3398,0.4136,65.93,up
short,1773152099999,1773152999999,85.2,85.025714,0.70199,5.981,10.0,0.122347,0.047848,0.074499,win,trailing_stop,14,breakout,84.8297,85.1318,0.4629,27.96,neutral
long,1773154799999,1773155699999,88.1,88.573143,0.681842,6.007,10.0,0.322609,0.048056,0.274552,win,take_profit,15,breakout,88.5731,88.1705,0.5914,59.94,neutral
long,1773160199999,1773161099999,88.48,88.550784,0.689774,6.1031,10.0,0.048825,0.048825,0.0,win,breakeven,17,engulfing,89.1674,88.5508,0.8593,61.44,up
short,1773179099999,1773179999999,85.59,85.378571,0.713065,6.1031,10.0,0.150762,0.048825,0.101937,win,trailing_stop,10,breakout,85.1786,85.5215,0.5143,22.47,neutral
short,1773180899999,1773181799999,85.3,85.127679,0.719672,6.1388,10.0,0.124015,0.04911,0.074904,win,trailing_stop,13,breakout,84.9234,85.2318,0.4707,30.13,neutral
short,1773215099999,1773215999999,85.33,85.546,0.722491,6.165,10.0,-0.156058,0.04932,-0.205378,loss,stop_loss,14,breakout,85.042,85.546,0.36,44.05,neutral
short,1773223199999,1773224099999,84.88,85.078857,0.717853,6.0931,10.0,-0.14275,0.048745,-0.191495,loss,stop_loss,14,breakout,84.6149,85.0789,0.3314,27.46,neutral
short,1773229499999,1773230399999,84.6,84.484821,0.712306,6.0261,10.0,0.082042,0.048209,0.033834,win,trailing_stop,17,breakout,84.2966,84.5323,0.3793,36.64,neutral
short,1773237599999,1773238499999,85.98,85.911216,0.501608,4.3128,10.0,0.034503,0.034503,-0.0,loss,breakeven,9,engulfing,85.5343,85.9112,0.5571,61.86,down
long,1773239399999,1773240299999,86.64,86.89625,0.696901,6.038,10.0,0.178581,0.048304,0.130277,win,trailing_stop,15,ema_pullback,87.164,86.7093,0.655,69.25,up
long,1773250199999,1773251099999,87.66,87.730128,0.693994,6.0835,10.0,0.048668,0.048668,-0.0,loss,breakeven,19,breakout,88.2446,87.7301,0.7307,65.0,up
long,1773255599999,1773256499999,87.81,87.397714,0.692808,6.0835,10.0,-0.285635,0.048668,-0.334303,loss,stop_loss,12,engulfing,88.3597,87.3977,0.6871,70.91,up
short,1773303299999,1773304199999,85.57,85.734143,0.49805,4.2618,10.0,-0.081751,0.034095,-0.115846,loss,stop_loss,7,engulfing,85.3511,85.7341,0.2736,61.9,neutral
long,1773308699999,1773309599999,86.49,86.617143,0.685166,5.926,10.0,0.087114,0.047408,0.039706,win,trailing_stop,11,breakout,86.7551,86.5592,0.3314,74.11,neutral
long,1773311399999,1773312299999,86.66,87.006857,0.685425,5.9399,10.0,0.237745,0.047519,0.190225,win,take_profit,13,engulfing,87.0069,86.7293,0.4336,68.62,up
long,1773318599999,1773319499999,87.18,87.249744,0.688974,6.0065,10.0,0.048052,0.048052,0.0,win,breakeven,15,breakout,87.5371,87.2497,0.4464,68.83,up
long,1773324899999,1773325799999,87.24,87.622286,0.6885,6.0065,10.0,0.263204,0.048052,0.215152,win,take_profit,12,ema_pullback,87.6223,87.3098,0.4779,58.3,up
long,1773333899999,1773334799999,86.82,86.889456,0.700504,6.0818,10.0,0.048654,0.048654,0.0,win,breakeven,12,ema_pullback,87.4737,86.8895,0.8171,45.54,up
long,1773360899999,1773361799999,87.63,87.874,0.694029,6.0818,10.0,0.169343,0.048654,0.120689,win,take_profit,12,ema_pullback,87.874,87.7001,0.305,69.97,up
long,1773374399999,1773376199999,89.69,89.233143,0.682798,6.124,10.0,-0.311941,0.048992,-0.360933,loss,stop_loss,11,ema_pullback,90.2991,89.2331,0.7614,49.02,up
long,1773399599999,1773400499999,90.19,90.262152,0.665006,5.9977,10.0,0.047982,0.047982,0.0,win,breakeven,18,breakout,90.534,90.2622,0.43,76.14,up
short,1773440099999,1773440999999,88.2,87.936571,0.68001,5.9977,10.0,0.179134,0.047982,0.131153,win,take_profit,13,breakout,87.9366,88.1294,0.3293,27.47,neutral
short,1773469799999,1773470699999,87.56,87.349714,0.690223,6.0436,10.0,0.145144,0.048349,0.096795,win,take_profit,13,trend_follow,87.3497,87.49,0.2629,33.17,neutral
short,1773482399999,1773483299999,86.85,86.768929,0.699767,6.0775,10.0,0.056731,0.04862,0.008111,win,trailing_stop,11,breakout,86.6294,86.7805,0.2757,31.02,neutral
short,1773492299999,1773493199999,86.89,87.021143,0.699771,6.0803,10.0,-0.09177,0.048642,-0.140412,loss,stop_loss,10,trend_follow,86.7151,87.0211,0.2186,35.07,down
short,1773503099999,1773504899999,86.71,86.640632,0.695556,6.0312,10.0,0.048249,0.048249,-0.0,loss,breakeven,12,ema_pullback,86.5243,86.6406,0.2321,42.58,down
long,1773530099999,1773530999999,87.9,87.97032,0.68614,6.0312,10.0,0.048249,0.048249,-0.0,loss,breakeven,15,breakout,88.0366,87.9703,0.1707,77.56,neutral
long,1773540899999,1773541799999,88.18,88.250544,0.683961,6.0312,10.0,0.048249,0.048249,-0.0,loss,breakeven,17,ema_pullback,88.4097,88.2505,0.2871,70.2,up
long,1773542699999,1773543599999,88.31,88.572857,0.682954,6.0312,10.0,0.179519,0.048249,0.13127,win,take_profit,15,trend_follow,88.5729,88.3806,0.3286,64.14,up
long,1773552599999,1773553499999,88.34,88.579429,0.687923,6.0771,10.0,0.164708,0.048617,0.116092,win,take_profit,12,engulfing,88.5794,88.4107,0.2993,64.57,up
long,1773562499999,1773563399999,88.3,88.398214,0.692836,6.1177,10.0,0.068046,0.048942,0.019104,win,trailing_stop,10,ema_pullback,88.4977,88.3706,0.2471,52.29,up
long,1773565199999,1773566099999,88.5,88.686286,0.692026,6.1244,10.0,0.128915,0.048995,0.079919,win,take_profit,14,ema_pullback,88.6863,88.5708,0.2329,55.88,up
long,1773575999999,1773576899999,88.55,88.436,0.694794,6.1524,10.0,-0.079207,0.049219,-0.128426,loss,stop_loss,11,trend_follow,88.702,88.436,0.19,58.21,up
long,1773598499999,1773599399999,88.57,88.640856,0.689562,6.1075,10.0,0.04886,0.04886,0.0,win,breakeven,15,breakout,88.8186,88.6409,0.3107,68.82,up
long,1773607499999,1773608399999,88.82,88.891056,0.687621,6.1075,10.0,0.04886,0.04886,-0.0,loss,breakeven,16,breakout,89.0737,88.8911,0.3171,68.75,neutral
long,1773610199999,1773611099999,88.85,89.145429,0.687389,6.1075,10.0,0.203074,0.04886,0.154215,win,take_profit,11,engulfing,89.1454,88.9211,0.3693,57.89,up
long,1773624599999,1773626399999,91.95,92.02356,0.670085,6.1614,10.0,0.049291,0.049291,0.0,win,breakeven,12,trend_follow,92.6049,92.0236,0.8186,67.89,up
long,1773631799999,1773632699999,92.13,92.538571,0.668775,6.1614,10.0,0.273243,0.049291,0.223951,win,take_profit,12,ema_pullback,92.5386,92.2037,0.5107,47.58,up
long,1773664199999,1773665099999,94.04,94.115232,0.663527,6.2398,10.0,0.049918,0.049918,-0.0,loss,breakeven,13,breakout,94.3394,94.1152,0.3743,76.58,up
long,1773670499999,1773671399999,94.37,94.445496,0.661207,6.2398,10.0,0.049918,0.049918,0.0,win,breakeven,12,ema_pullback,94.7957,94.4455,0.5321,65.08,up
long,1773673199999,1773674099999,93.6,93.779643,0.666646,6.2398,10.0,0.119758,0.049918,0.06984,win,trailing_stop,11,engulfing,94.1451,93.6749,0.6814,50.2,up
long,1773674999999,1773675899999,94.08,94.155264,0.665843,6.2643,10.0,0.050114,0.050114,0.0,win,breakeven,14,ema_pullback,94.6931,94.1553,0.7664,53.18,up
long,1773684899999,1773685799999,94.61,94.929464,0.662113,6.2643,10.0,0.211522,0.050114,0.161408,win,trailing_stop,13,ema_pullback,95.1237,94.6857,0.6421,72.31,up
long,1773688499999,1773689399999,95.17,95.246136,0.664153,6.3207,10.0,0.050566,0.050566,0.0,win,breakeven,14,breakout,95.6289,95.2461,0.5736,68.62,up
long,1773697499999,1773698399999,96.41,96.690357,0.655611,6.3207,10.0,0.183805,0.050566,0.133239,win,trailing_stop,14,breakout,96.8889,96.4871,0.5986,77.44,up
long,1773699299999,1773700199999,97.28,96.900714,0.654542,6.3674,10.0,-0.248258,0.050939,-0.299197,loss,stop_loss,18,breakout,97.7857,96.9007,0.6321,78.6,up
long,1773706499999,1773707399999,96.74,96.323,0.647371,6.2627,10.0,-0.269954,0.050101,-0.320055,loss,stop_loss,16,ema_pullback,97.296,96.323,0.695,60.38,up
long,1773710099999,1773711899999,95.83,95.906664,0.458449,4.3933,10.0,0.035147,0.035147,-0.0,loss,breakeven,9,engulfing,96.4991,95.9067,0.8364,45.38,up
long,1773764999999,1773766799999,94.53,94.165286,0.650655,6.1506,10.0,-0.237303,0.049205,-0.286508,loss,stop_loss,12,trend_follow,95.0163,94.1653,0.6079,66.47,neutral
long,1773773099999,1773773999999,95.33,95.406264,0.634676,6.0504,10.0,0.048403,0.048403,-0.0,loss,breakeven,16,breakout,95.7746,95.4063,0.5557,78.78,up
long,1773788399999,1773789299999,95.33,95.406264,0.634676,6.0504,10.0,0.048403,0.048403,-0.0,loss,breakeven,10,ema_pullback,95.6523,95.4063,0.4029,53.43,up
long,1773804599999,1773805499999,95.36,95.556964,0.634476,6.0504,10.0,0.124969,0.048403,0.076566,win,trailing_stop,12,trend_follow,95.6577,95.4363,0.3721,63.31,up
long,1773810899999,1773811799999,94.34,94.106429,0.460126,4.3408,10.0,-0.107472,0.034727,-0.142199,loss,stop_loss,8,engulfing,94.6514,94.1064,0.3893,44.28,neutral
short,1773813599999,1773814499999,93.92,94.147143,0.458399,4.3053,10.0,-0.104122,0.034442,-0.138564,loss,stop_loss,8,trend_follow,93.6171,94.1471,0.3786,35.54,neutral
short,1773830699999,1773831599999,93.68,93.574107,0.638225,5.9789,10.0,0.067584,0.047831,0.019752,win,trailing_stop,11,trend_follow,93.4749,93.6051,0.2564,36.55,neutral
short,1773833399999,1773834299999,93.36,93.099429,0.641154,5.9858,10.0,0.167066,0.047886,0.11918,win,take_profit,12,breakout,93.0994,93.2853,0.3257,36.89,neutral
short,1773922499999,1773923399999,89.36,89.061714,0.674521,6.0275,10.0,0.2012,0.04822,0.15298,win,take_profit,14,ema_pullback,89.0617,89.2885,0.3729,48.96,down
short,1773925199999,1773926099999,88.11,87.814571,0.690167,6.0811,10.0,0.203895,0.048649,0.155247,win,take_profit,20,breakout,87.8146,88.0395,0.3693,27.22,down
short,1773929699999,1773930599999,88.05,87.650571,0.696809,6.1354,10.0,0.278325,0.049083,0.229242,win,take_profit,14,ema_pullback,87.6506,87.9796,0.4993,26.98,down
short,1773934199999,1773935099999,87.84,87.624286,0.707609,6.2156,10.0,0.152641,0.049725,0.102916,win,trailing_stop,13,ema_pullback,87.3463,87.7697,0.6171,32.88,down
short,1773936899999,1773937799999,87.37,87.174821,0.715538,6.2517,10.0,0.139658,0.050013,0.089644,win,trailing_stop,16,breakout,86.8106,87.3001,0.6993,35.91,down
short,1773940499999,1773941399999,87.23,87.160216,0.720283,6.283,10.0,0.050264,0.050264,-0.0,loss,breakeven,14,trend_follow,86.6974,87.1602,0.6657,33.59,down
long,1773985499999,1773986399999,89.45,89.52156,0.501719,4.4879,10.0,0.035903,0.035903,0.0,win,breakeven,8,trend_follow,89.75,89.5216,0.375,51.21,neutral
short,1773990899999,1773991799999,88.65,88.878,0.708746,6.283,10.0,-0.161594,0.050264,-0.211858,loss,stop_loss,12,breakout,88.346,88.878,0.38,38.39,neutral
long,1773992699999,1773994499999,89.49,89.816286,0.693807,6.2089,10.0,0.226379,0.049671,0.176708,win,take_profit,11,trend_follow,89.8163,89.5616,0.4079,47.49,neutral
short,1773998099999,1773998999999,89.34,89.009714,0.501354,4.4791,10.0,0.16559,0.035833,0.129757,win,take_profit,8,engulfing,89.0097,89.2685,0.4129,48.42,neutral
short,1774007099999,1774007999999,89.06,88.988752,0.709201,6.3161,10.0,0.050529,0.050529,-0.0,loss,breakeven,11,trend_follow,88.7206,88.9888,0.4243,32.83,neutral
short,1774016099999,1774016999999,88.64,88.569088,0.712562,6.3161,10.0,0.050529,0.050529,0.0,win,breakeven,14,ema_pullback,88.3051,88.5691,0.4186,36.13,down
short,1774028699999,1774029599999,88.29,88.219368,0.715386,6.3161,10.0,0.050529,0.050529,0.0,win,breakeven,14,ema_pullback,87.9094,88.2194,0.4757,41.78,down
long,1774042199999,1774043099999,89.79,89.938214,0.703435,6.3161,10.0,0.104259,0.050529,0.05373,win,trailing_stop,12,breakout,90.1157,89.8618,0.4071,65.0,neutral
long,1774061999999,1774062899999,90.47,90.542376,0.700227,6.335,10.0,0.05068,0.05068,0.0,win,trailing_stop,15,breakout,90.6637,90.5424,0.2421,70.8,neutral
long,1774078199999,1774079099999,90.38,90.247143,0.700924,6.335,10.0,-0.093123,0.05068,-0.143802,loss,stop_loss,13,ema_pullback,90.5571,90.2471,0.2214,48.21,up
long,1774086299999,1774087199999,90.3,90.37224,0.695971,6.2846,10.0,0.050277,0.050277,-0.0,loss,trailing_stop,13,ema_pullback,90.4406,90.3722,0.1757,56.79,up
long,1774102499999,1774103399999,90.34,90.412272,0.695663,6.2846,10.0,0.050277,0.050277,-0.0,loss,trailing_stop,10,engulfing,90.4623,90.4123,0.1529,65.77,neutral
short,1774105199999,1774106099999,89.67,89.585893,0.700861,6.2846,10.0,0.058947,0.050277,0.00867,win,trailing_stop,13,breakout,89.5231,89.5983,0.1836,40.38,neutral
short,1774110599999,1774112399999,89.67,89.598264,0.701199,6.2877,10.0,0.050301,0.050301,0.0,win,breakeven,10,trend_follow,89.4831,89.5983,0.2336,34.13,neutral
short,1774113299999,1774114199999,89.54,89.698143,0.702217,6.2877,10.0,-0.111051,0.050301,-0.161352,loss,stop_loss,11,trend_follow,89.3291,89.6981,0.2636,33.53,neutral
short,1774143899999,1774144799999,87.08,87.425857,0.71557,6.2312,10.0,-0.247485,0.049849,-0.297334,loss,stop_loss,15,engulfing,86.6189,87.4259,0.5764,19.1,down
short,1774171799999,1774172699999,87.22,87.396571,0.70249,6.1271,10.0,-0.12404,0.049017,-0.173057,loss,stop_loss,13,engulfing,86.9846,87.3966,0.2943,25.2,down
short,1774178999999,1774179899999,87.16,87.049821,0.696024,6.0665,10.0,0.076687,0.048532,0.028155,win,trailing_stop,12,ema_pullback,86.9046,87.0903,0.3193,37.95,down
short,1774205099999,1774205999999,86.83,86.760536,0.699804,6.0764,10.0,0.048611,0.048611,-0.0,loss,breakeven,19,breakout,86.6597,86.7605,0.2129,32.21,down
short,1774206899999,1774207799999,86.72,86.650624,0.700692,6.0764,10.0,0.048611,0.048611,0.0,win,breakeven,14,engulfing,86.5183,86.6506,0.2521,33.16,down
short,1774213199999,1774214099999,86.58,86.353143,0.701825,6.0764,10.0,0.159214,0.048611,0.110603,win,take_profit,15,ema_pullback,86.3531,86.5107,0.2836,31.56,down
short,1774217699999,1774218599999,85.81,85.741352,0.712634,6.1151,10.0,0.048921,0.048921,-0.0,loss,breakeven,14,ema_pullback,85.4534,85.7414,0.4457,31.65,down
short,1774223999999,1774224899999,86.2,86.13104,0.709409,6.1151,10.0,0.048921,0.048921,0.0,win,breakeven,13,ema_pullback,85.7589,86.131,0.5514,39.78,down
short,1774226699999,1774227599999,85.98,85.911216,0.711225,6.1151,10.0,0.048921,0.048921,-0.0,loss,breakeven,12,momentum,85.5063,85.9112,0.5921,51.63,down
short,1774231199999,1774232099999,86.09,86.397286,0.710316,6.1151,10.0,-0.21827,0.048921,-0.267191,loss,stop_loss,14,ema_pullback,85.6803,86.3973,0.5121,42.76,down
long,1774242899999,1774243799999,87.24,87.309792,0.690233,6.0216,10.0,0.048173,0.048173,0.0,win,breakeven,13,breakout,87.5194,87.3098,0.3493,69.62,neutral
long,1774245599999,1774246499999,87.19,86.984714,0.493306,4.3011,10.0,-0.101269,0.034409,-0.135678,loss,stop_loss,9,trend_follow,87.4637,86.9847,0.3421,58.76,neutral
short,1774248299999,1774249199999,85.68,85.524464,0.697258,5.9741,10.0,0.108449,0.047793,0.060656,win,trailing_stop,16,engulfing,85.4097,85.6115,0.3379,34.05,neutral
short,1774250999999,1774251899999,85.36,85.609,0.702359,5.9953,10.0,-0.174887,0.047963,-0.22285,loss,stop_loss,16,breakout,85.028,85.609,0.415,34.71,down
short,1774257299999,1774258199999,85.78,85.711376,0.689827,5.9173,10.0,0.047339,0.047339,-0.0,loss,breakeven,12,trend_follow,85.3651,85.7114,0.5186,36.19,down
long,1774268999999,1774269899999,89.65,90.181786,0.660049,5.9173,10.0,0.351005,0.047339,0.303666,win,trailing_stop,10,trend_follow,90.5083,89.7217,1.0729,70.29,neutral
long,1774273499999,1774274399999,90.94,91.012752,0.662373,6.0236,10.0,0.048189,0.048189,-0.0,loss,breakeven,13,momentum,91.8623,91.0128,1.1529,74.62,neutral
long,1774282499999,1774283399999,90.34,89.910143,0.666772,6.0236,10.0,-0.286617,0.048189,-0.334806,loss,stop_loss,10,ema_pullback,90.9131,89.9101,0.7164,50.33,up
long,1774285199999,1774286099999,90.35,90.42228,0.653729,5.9064,10.0,0.047252,0.047252,0.0,win,breakeven,12,ema_pullback,90.9231,90.4223,0.7164,51.57,up
long,1774287899999,1774288799999,90.95,91.278571,0.649416,5.9064,10.0,0.21338,0.047252,0.166128,win,trailing_stop,12,ema_pullback,91.4666,91.0228,0.6457,47.65,up
long,1774336499999,1774337399999,91.09,91.255536,0.654801,5.9646,10.0,0.108393,0.047717,0.060676,win,trailing_stop,14,breakout,91.3603,91.1629,0.3379,64.33,up
long,1774339199999,1774340099999,91.72,91.793376,0.652619,5.9858,10.0,0.047887,0.047887,-0.0,loss,breakeven,16,breakout,92.0091,91.7934,0.3614,69.13,up
long,1774344599999,1774345499999,91.55,91.903714,0.653831,5.9858,10.0,0.231269,0.047887,0.183383,win,take_profit,13,ema_pullback,91.9037,91.6232,0.4421,68.39,up
short,1774382399999,1774383299999,88.52,88.766857,0.683462,6.05,10.0,-0.168717,0.0484,-0.217117,loss,stop_loss,14,breakout,88.1909,88.7669,0.4114,27.72,neutral
long,1774399499999,1774400399999,91.47,91.543176,0.653112,5.974,10.0,0.047792,0.047792,0.0,win,breakeven,13,breakout,91.766,91.5432,0.37,75.52,up
long,1774411199999,1774412099999,91.69,91.831429,0.651545,5.974,10.0,0.092147,0.047792,0.044355,win,trailing_stop,16,breakout,91.9734,91.7634,0.3543,59.59,up
long,1774415699999,1774416599999,92.59,92.374857,0.646888,5.9895,10.0,-0.139173,0.047916,-0.18709,loss,stop_loss,18,retest,92.8769,92.3749,0.3586,69.91,up
long,1774420199999,1774421999999,92.82,92.586857,0.638231,5.9241,10.0,-0.148799,0.047392,-0.196191,loss,stop_loss,15,engulfing,93.1309,92.5869,0.3886,77.89,up
long,1774427399999,1774428299999,92.18,92.481714,0.635213,5.8554,10.0,0.191653,0.046843,0.14481,win,take_profit,13,trend_follow,92.4817,92.2537,0.3771,52.19,up
long,1774438199999,1774439099999,93.03,93.303143,0.634857,5.9061,10.0,0.173407,0.047249,0.126158,win,take_profit,16,breakout,93.3031,93.1044,0.3414,76.52,up
short,1774451699999,1774452599999,91.48,91.074857,0.65044,5.9502,10.0,0.263521,0.047602,0.215919,win,take_profit,13,retest,91.0749,91.4068,0.5064,23.72,neutral
short,1774469699999,1774471499999,91.19,91.117048,0.660796,6.0258,10.0,0.048206,0.048206,0.0,win,breakeven,10,engulfing,90.9037,91.117,0.3579,22.75,neutral
short,1774492199999,1774493099999,91.23,91.008857,0.660506,6.0258,10.0,0.146066,0.048206,0.09786,win,take_profit,10,trend_follow,91.0089,91.157,0.2764,36.02,neutral
short,1774495799999,1774496699999,90.69,90.876429,0.477297,4.3286,10.0,-0.088982,0.034629,-0.123611,loss,stop_loss,9,engulfing,90.4414,90.8764,0.3107,27.95,neutral
short,1774502099999,1774502999999,90.01,89.934821,0.668458,6.0168,10.0,0.050254,0.048134,0.002119,win,trailing_stop,14,breakout,89.7706,89.938,0.2993,23.08,neutral
short,1774503899999,1774504799999,89.63,89.352286,0.671374,6.0175,10.0,0.18645,0.04814,0.13831,win,take_profit,13,breakout,89.3523,89.5583,0.3471,21.56,neutral
short,1774521899999,1774523699999,87.83,87.690893,0.690645,6.0659,10.0,0.096074,0.048527,0.047546,win,trailing_stop,13,engulfing,87.5391,87.7597,0.3636,25.37,down
short,1774524599999,1774527299999,87.62,87.505,0.6942,6.0826,10.0,0.079833,0.048661,0.031172,win,trailing_stop,15,breakout,87.316,87.5499,0.38,20.87,down
short,1774535399999,1774536299999,87.61,87.811,0.695524,6.0935,10.0,-0.1398,0.048748,-0.188548,loss,stop_loss,14,ema_pullback,87.342,87.811,0.335,38.3,down
short,1774538099999,1774538999999,86.97,86.817143,0.693055,6.0275,10.0,0.105938,0.04822,0.057718,win,trailing_stop,17,breakout,86.6911,86.9004,0.3486,31.11,down
short,1774547999999,1774548899999,86.63,86.489464,0.698107,6.0477,10.0,0.098109,0.048382,0.049727,win,trailing_stop,18,breakout,86.3117,86.5607,0.3979,32.75,down
short,1774549799999,1774550699999,85.88,85.811296,0.70623,6.0651,10.0,0.048521,0.048521,-0.0,loss,breakeven,18,breakout,85.5463,85.8113,0.4171,25.73,down
short,1774568699999,1774570499999,86.38,86.654286,0.702142,6.0651,10.0,-0.192588,0.048521,-0.241108,loss,stop_loss,15,trend_follow,86.0143,86.6543,0.4571,45.02,down
short,1774584899999,1774585799999,85.79,85.946,0.697134,5.9807,10.0,-0.108753,0.047846,-0.156599,loss,stop_loss,17,breakout,85.582,85.946,0.26,35.89,down
short,1774597499999,1774599299999,85.89,85.821288,0.689941,5.9259,10.0,0.047407,0.047407,0.0,win,breakeven,10,ema_pullback,85.6163,85.8213,0.3421,52.25,down
short,1774600199999,1774601099999,85.76,85.494286,0.690987,5.9259,10.0,0.183605,0.047407,0.136198,win,take_profit,12,ema_pullback,85.4943,85.6914,0.3321,40.0,down
short,1774613699999,1774614599999,83.26,83.193392,0.71746,5.9736,10.0,0.047789,0.047789,0.0,win,breakeven,13,trend_follow,82.7549,83.1934,0.6314,31.2,down
short,1774616399999,1774617299999,83.1,83.03352,0.718842,5.9736,10.0,0.047789,0.047789,-0.0,loss,breakeven,15,engulfing,82.7131,83.0335,0.4836,20.51,down
short,1774621799999,1774622699999,82.66,82.936857,0.722668,5.9736,10.0,-0.200076,0.047789,-0.247864,loss,stop_loss,14,engulfing,82.2909,82.9369,0.4614,43.57,down
short,1774628099999,1774628999999,82.95,82.804464,0.709683,5.8868,10.0,0.103284,0.047095,0.05619,win,trailing_stop,13,ema_pullback,82.5517,82.8836,0.4979,45.19,down
short,1774633499999,1774634399999,82.36,82.210179,0.717155,5.9065,10.0,0.107445,0.047252,0.060193,win,trailing_stop,15,breakout,81.9754,82.2941,0.4807,37.87,down
short,1774643399999,1774644299999,82.57,82.503944,0.717882,5.9276,10.0,0.04742,0.04742,0.0,win,breakeven,13,ema_pullback,82.2597,82.5039,0.3879,40.25,down
short,1774693799999,1774694699999,82.78,82.713776,0.716061,5.9276,10.0,0.04742,0.04742,0.0,win,breakeven,10,engulfing,82.616,82.7138,0.205,37.65,down
long,1774708199999,1774709099999,83.24,83.492,0.508646,4.234,10.0,0.128179,0.033872,0.094307,win,take_profit,6,trend_follow,83.492,83.3066,0.315,55.4,neutral
long,1774710899999,1774711799999,83.43,83.724857,0.510313,4.2575,10.0,0.15047,0.03406,0.116409,win,take_profit,9,trend_follow,83.7249,83.4967,0.3686,58.56,neutral
short,1774733399999,1774734299999,82.99,82.827143,0.723136,6.0013,10.0,0.117768,0.04801,0.069757,win,take_profit,12,breakout,82.8271,82.9236,0.2036,41.36,neutral
short,1774736099999,1774736999999,82.47,82.623429,0.730656,6.0257,10.0,-0.112104,0.048206,-0.160309,loss,stop_loss,19,retest,82.2654,82.6234,0.2557,24.26,down
short,1774739699999,1774740599999,82.0,81.788571,0.728002,5.9696,10.0,0.15392,0.047757,0.106163,win,take_profit,17,breakout,81.7886,81.9344,0.2643,29.58,down
short,1774766699999,1774767599999,82.34,82.473714,0.729508,6.0068,10.0,-0.097546,0.048054,-0.1456,loss,stop_loss,13,trend_follow,82.1617,82.4737,0.2229,36.49,down
short,1774777499999,1774779299999,82.26,82.194192,0.724023,5.9558,10.0,0.047646,0.047646,0.0,win,breakeven,16,ema_pullback,82.0891,82.1942,0.2136,31.25,down
short,1774780199999,1774781099999,82.14,82.030357,0.72508,5.9558,10.0,0.0795,0.047646,0.031853,win,trailing_stop,19,breakout,81.9789,82.0743,0.2014,32.69,down
short,1774790099999,1774790999999,81.91,81.844472,0.728478,5.967,10.0,0.047736,0.047736,0.0,win,breakeven,15,breakout,81.7169,81.8445,0.2414,41.94,down
short,1774798199999,1774799099999,81.59,81.524728,0.731335,5.967,10.0,0.047736,0.047736,-0.0,loss,breakeven,15,breakout,81.3334,81.5247,0.3207,29.29,down
short,1774805399999,1774806299999,81.27,81.204984,0.734214,5.967,10.0,0.047736,0.047736,-0.0,loss,breakeven,17,breakout,81.0089,81.205,0.3264,35.29,down
